C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_05_478.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_05_478.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_05_478.jpg, 0, 0, 0, 7.869761E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_05_607.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_05_607.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_05_607.jpg, 0, 0, 0, 7.787076E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_05_717.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_05_717.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_05_717.jpg, 0, 0, 0, 7.814199E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_05_824.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_05_824.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_05_824.jpg, 0, 0, 0, 7.771568E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_05_947.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_05_947.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_05_947.jpg, 0, 0, 0, 7.800743E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_06_066.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_06_066.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_06_066.jpg, 0, 0, 0, 7.898246E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_06_164.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_06_164.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_06_164.jpg, 0, 0, 0, 7.78462E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_06_265.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_06_265.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_06_265.jpg, 0, 0, 0, 7.850255E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_06_388.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_06_388.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_06_388.jpg, 0, 0, 0, 7.908695E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_06_492.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_06_492.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_06_492.jpg, 0, 0, 0, 8.224617E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_06_596.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_06_596.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_06_596.jpg, 0, 0, 0, 8.273995E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_06_700.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_06_700.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_06_700.jpg, 0, 0, 0, 7.837464E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_06_805.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_06_805.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_06_805.jpg, 0, 0, 0, 7.841746E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_06_909.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_06_909.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_06_909.jpg, 0, 0, 0, 7.891489E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_07_018.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_07_018.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_07_018.jpg, 0, 0, 0, 7.869781E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_07_128.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_07_128.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_07_128.jpg, 0, 0, 0, 7.792576E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_07_230.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_07_230.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_07_230.jpg, 0, 0, 0, 7.874311E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_07_343.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_07_343.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_07_343.jpg, 0, 0, 0, 7.87692E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_07_445.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_07_445.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_07_445.jpg, 0, 0, 0, 7.793756E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_07_561.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_07_561.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_07_561.jpg, 0, 0, 0, 7.786785E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_07_677.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_07_677.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_07_677.jpg, 0, 0, 0, 7.819745E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_07_785.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_07_785.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_07_785.jpg, 0, 0, 0, 7.82229E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_07_891.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_07_891.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_07_891.jpg, 0, 0, 0, 7.971632E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_07_997.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_07_997.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_07_997.jpg, 0, 0.2851827, 0, 0.3052967
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_08_099.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_08_099.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_08_099.jpg, 0, 0.5782215, 0, 0.9707857
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_08_205.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_08_205.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_08_205.jpg, 0, 0.2146527, 0, 1.364615
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_08_314.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_08_314.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_08_314.jpg, 0, 0, 0, 1.336096
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_08_422.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_08_422.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_08_422.jpg, 0, 0, 0, 1.322697
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_08_529.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_08_529.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_08_529.jpg, 0, 0.0567963, 0, 1.310608
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_08_635.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_08_635.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_08_635.jpg, 0, 0.3738891, 0, 1.659991
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_08_744.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_08_744.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_08_744.jpg, 0, 0.04550278, 0, 1.820344
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2024_09_11_12_49_08_845.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2024_09_11_12_49_08_845.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2024_09_11_12_49_08_845.jpg, 0, 0, 0, 1.798836
